comm_i,comm_j,n_companies,exit_rate,failure_rate,ipo_rate,ma_rate,survival_rate,avg_capital,avg_rounds,risk_adjusted
5,15,101,8.91089108910891,2.9702970297029703,1.9801980198019802,6.9306930693069315,88.11881188118812,7.003007856148482,8.970297029702971,5.94059405940594
6,9,81,4.938271604938271,8.641975308641975,0.0,4.938271604938271,86.41975308641976,7.673522363795584,12.91358024691358,-3.7037037037037033
9,15,16,12.5,0.0,0.0,12.5,87.5,13.999071829212454,14.375,12.5
1,12,127,5.511811023622047,7.874015748031496,0.7874015748031495,4.724409448818897,86.61417322834646,5.569812047981497,9.31496062992126,-2.362204724409449
0,2,71,2.8169014084507045,1.4084507042253522,0.0,2.8169014084507045,95.77464788732395,3.9240771185164047,10.577464788732394,1.4084507042253522
0,4,119,3.361344537815126,0.8403361344537815,0.8403361344537815,2.5210084033613445,95.7983193277311,5.8155520034323915,11.453781512605042,2.5210084033613445
0,5,159,5.031446540880504,5.031446540880504,0.0,5.031446540880504,89.937106918239,4.4866387369344665,11.11320754716981,0.0
0,6,331,3.625377643504532,4.229607250755287,0.3021148036253776,3.3232628398791544,92.14501510574019,5.283040362427195,10.607250755287009,-0.6042296072507551
2,3,261,1.532567049808429,3.8314176245210727,0.0,1.532567049808429,94.6360153256705,5.168089321272699,8.11111111111111,-2.2988505747126435
2,4,314,3.5031847133757963,5.095541401273886,0.0,3.5031847133757963,91.40127388535032,4.424648277087199,8.315286624203821,-1.5923566878980897
2,9,26,3.8461538461538463,7.6923076923076925,0.0,3.8461538461538463,88.46153846153845,8.9480251244482,11.0,-3.8461538461538463
2,16,53,1.8867924528301887,0.0,0.0,1.8867924528301887,98.11320754716981,8.107102935472145,9.943396226415095,1.8867924528301887
2,21,38,5.263157894736842,7.894736842105263,0.0,5.263157894736842,86.8421052631579,7.987520897756193,9.947368421052632,-2.6315789473684212
4,16,75,2.666666666666667,1.3333333333333335,0.0,2.666666666666667,96.00000000000001,9.119330402324184,9.386666666666667,1.3333333333333335
5,21,50,12.0,2.0,2.0,10.0,86.0,9.07600255733329,11.48,10.0
6,16,88,3.4090909090909087,2.272727272727273,1.1363636363636365,2.272727272727273,94.31818181818183,10.069731156574907,9.613636363636363,1.1363636363636358
6,21,68,8.823529411764707,5.88235294117647,2.941176470588235,5.88235294117647,85.29411764705883,9.553007057484999,11.235294117647058,2.9411764705882364
14,16,46,4.3478260869565215,2.1739130434782608,4.3478260869565215,0.0,93.47826086956522,17.06700639758792,8.369565217391305,2.1739130434782608
16,21,23,8.695652173913043,0.0,8.695652173913043,0.0,91.30434782608697,19.246544858523123,10.956521739130435,8.695652173913043
1,18,124,4.838709677419355,6.451612903225806,0.8064516129032258,4.032258064516129,88.70967741935485,6.476553679495655,8.838709677419354,-1.612903225806451
3,18,81,4.938271604938271,8.641975308641975,1.2345679012345678,3.7037037037037033,86.41975308641976,6.399347768968022,8.753086419753087,-3.7037037037037033
5,18,84,4.761904761904762,3.571428571428571,0.0,4.761904761904762,91.66666666666666,4.409718879697539,8.654761904761905,1.1904761904761907
5,24,54,1.8518518518518516,1.8518518518518516,0.0,1.8518518518518516,96.2962962962963,7.751416943350766,10.407407407407407,0.0
10,18,18,11.11111111111111,11.11111111111111,0.0,11.11111111111111,77.77777777777777,8.053891534391534,10.333333333333334,0.0
10,24,19,5.263157894736842,5.263157894736842,0.0,5.263157894736842,89.47368421052633,15.239338763575605,8.31578947368421,0.0
18,23,11,0.0,18.181818181818183,0.0,0.0,81.81818181818181,12.925445665445665,8.909090909090908,-18.181818181818183
18,24,18,5.555555555555555,5.555555555555555,0.0,5.555555555555555,88.88888888888889,7.587581569664902,8.666666666666666,0.0
0,11,42,4.761904761904762,2.380952380952381,0.0,4.761904761904762,92.85714285714285,6.457669478438229,13.238095238095237,2.380952380952381
0,18,9,0.0,0.0,0.0,0.0,100.0,13.837619047619047,13.11111111111111,0.0
0,19,6,0.0,0.0,0.0,0.0,100.0,25.27696428571429,8.666666666666666,0.0
11,18,27,3.7037037037037033,3.7037037037037033,0.0,3.7037037037037033,92.59259259259261,5.004342445620224,12.592592592592593,0.0
11,19,19,5.263157894736842,0.0,0.0,5.263157894736842,94.73684210526316,18.787607843137256,5.526315789473684,5.263157894736842
18,19,5,0.0,0.0,0.0,0.0,100.0,30.57992857142857,9.0,0.0
0,12,73,2.73972602739726,4.10958904109589,0.0,2.73972602739726,93.15068493150685,4.889946533790284,11.10958904109589,-1.3698630136986298
3,12,102,1.9607843137254901,8.823529411764707,0.0,1.9607843137254901,89.21568627450979,6.297190281718991,8.931372549019608,-6.862745098039216
12,14,27,3.7037037037037033,14.814814814814813,0.0,3.7037037037037033,81.4814814814815,9.664435278713055,9.074074074074074,-11.11111111111111
12,18,13,7.6923076923076925,0.0,0.0,7.6923076923076925,92.3076923076923,13.16360522810523,13.923076923076923,7.6923076923076925
9,19,9,0.0,0.0,0.0,0.0,100.0,36.18145117845118,6.888888888888889,0.0
8,11,53,9.433962264150944,3.7735849056603774,1.8867924528301887,7.547169811320755,86.79245283018868,7.770446560384059,8.90566037735849,5.660377358490567
8,21,31,3.225806451612903,3.225806451612903,0.0,3.225806451612903,93.5483870967742,6.429832284382284,11.193548387096774,0.0
11,21,26,11.538461538461538,0.0,7.6923076923076925,3.8461538461538463,88.46153846153845,17.296909587207665,9.26923076923077,11.538461538461538
6,26,10,10.0,0.0,0.0,10.0,90.0,12.69504761904762,10.9,10.0
8,26,12,8.333333333333332,0.0,0.0,8.333333333333332,91.66666666666666,12.185458485958485,10.5,8.333333333333332
