investor,green_focus,investor_type,betweenness,degree,total_deals,n_green_neighbors,n_trad_neighbors,cross_type,bridge_score
Salesforce Ventures,ESG_ALIGNED,CVC,0.002285935628051047,171,16,81,82,True,15.558077884515427
Kadmos Capital,GREEN_VC,IVC,0.0022776328319489324,32,7,20,12,True,0.6217937631220586
China Merchants Venture Capital,GREEN_VC,GVC,0.00226339608292984,14,5,7,7,True,0.14485734930750976
Changjiang Securities Innovation Investment,TRADITIONAL,GVC,0.0022587991469168395,30,6,20,10,True,0.52178260293779
Korea Development Bank,TRADITIONAL,GVC,0.0022556074504115485,63,10,31,31,True,2.3097420292214257
Hawktail,GREEN_VC,IVC,0.0022530519399669106,109,15,63,42,True,6.200398938788938
Vireo Ventures,GREEN_VC,IVC,0.002252229007043003,91,26,55,33,True,4.288244029409878
InnovationQuarter,GREEN_VC,GVC,0.0022517814309030294,56,26,46,10,True,1.1641709997768663
Granite Asia,TRADITIONAL,OTHER,0.0022453568191692004,66,21,37,28,True,2.4743832147244587
Blackhorn Ventures,GREEN_VC,IVC,0.0022374465517126484,102,16,60,39,True,5.459369586178862
Northern Gritstone,GREEN_VC,GVC,0.002229305193002229,9,3,7,2,True,0.05350332463205349
Foresight Canada,GREEN_VC,GVC,0.0022247303046554635,12,59,8,4,True,0.10011286370949585
Firstime,TRADITIONAL,IVC,0.002209475283190368,17,4,12,5,True,0.17233907208884872
Deepbright Ventures,GREEN_VC,IVC,0.0021992970117540663,26,4,18,8,True,0.3760797890099453
LG Chem,TRADITIONAL,GVC,0.0021979793003800937,11,4,3,8,True,0.07912725481368338
Kylinhall Partners,TRADITIONAL,OTHER,0.0021933295820414727,19,8,12,7,True,0.22810627653231316
Kompas VC,GREEN_VC,IVC,0.002180821399793989,90,13,58,32,True,4.246059265398897
China National Green Development Fund,GREEN_VC,GVC,0.002177806730309931,57,9,37,19,True,1.6551331150355475
Beyond Impact,GREEN_VC,Impact_VC,0.002177655455478912,102,20,65,37,True,5.461559882341111
SFV Capital,TRADITIONAL,OTHER,0.002173120493060299,57,9,42,15,True,1.4951068992254857
Australian Renewable Energy Agency,GREEN_VC,GVC,0.0021686952137744174,5,28,2,3,True,0.02602434256529301
Donghai Securities Investment,TRADITIONAL,GVC,0.0021683987885350135,24,3,13,10,True,0.3339334134343921
Momenta Ventures,GREEN_VC,IVC,0.0021683293175163653,34,8,19,13,True,0.6071322089045823
Guillaume Amblard,GREEN_VC,GVC,0.0021680908477625365,7,2,6,1,True,0.03035327186867551
Glory Capital Management,TRADITIONAL,OTHER,0.0021680908477625365,4,2,4,0,False,0.010840454238812683
Tealtech Capital,GREEN_VC,OTHER,0.002168090847762536,4,3,3,1,True,0.01734472678210029
Co-Stone Capital,TRADITIONAL,OTHER,0.0021679479475096926,27,5,15,12,True,0.4509331730820161
HAX,TRADITIONAL,OTHER,0.002166310245904669,210,77,140,64,True,19.85423340371629
Kohlberg Kravis Roberts,TRADITIONAL,CVC,0.002153863781204538,39,7,13,24,True,0.7538523234215883
Link Capital,GREEN_VC,GVC,0.0021316709222475093,28,11,21,7,True,0.37517408231556165
Unicorn India Ventures,TRADITIONAL,IVC,0.002128059644120426,12,8,7,5,True,0.10214686291778045
Lemonade Stand,TRADITIONAL,OTHER,0.0021233483280075857,33,8,20,13,True,0.6242644084342303
Brightspark Ventures,TRADITIONAL,IVC,0.0021212062641387266,14,5,7,7,True,0.1357572009048785
Calm Ventures,ESG_ALIGNED,IVC,0.0021200468302143686,141,11,83,54,True,9.794616355590383
Tribe,TRADITIONAL,OTHER,0.002117409285366467,6,4,2,4,True,0.031761139280497
National Science Foundation Innovation Corps Program,GREEN_VC,GVC,0.002114218793426704,5,58,4,1,True,0.02114218793426704
Holnest,TRADITIONAL,OTHER,0.0021128324086686027,8,3,8,0,False,0.019015491678017422
Fearless Fund,ESG_ALIGNED,IVC,0.0021123246960279974,15,2,14,1,True,0.06336974088083992
Yinxinggu Capital,TRADITIONAL,OTHER,0.0021120980436249172,8,2,1,7,True,0.033793568697998676
The Larry H. Miller Company,TRADITIONAL,OTHER,0.002112098043624916,13,3,4,8,True,0.09504441196312122
Abbi Ventures,TRADITIONAL,IVC,0.002112098043624915,5,2,3,2,True,0.02534517652349898
Itochu,TRADITIONAL,GVC,0.0021041913294017113,95,20,55,40,True,4.831223292306329
Phoenix Court,TRADITIONAL,IVC,0.0020991225736074312,100,22,53,43,True,4.987515234891257
MicroVentures,TRADITIONAL,IVC,0.0020886132413086133,139,14,63,70,True,9.490658568506339
Maersk Growth,GREEN_VC,GVC,0.002080166483107252,90,23,65,23,True,3.2949837092418877
Mer Invest,GREEN_VC,GVC,0.0020788153828650343,8,3,6,2,True,0.04365512304016572
Third Derivative,GREEN_VC,IVC,0.002069424476001397,82,177,57,24,True,3.0006654902020258
Twynam Funds Management,GREEN_VC,IVC,0.0020690026191245263,126,14,85,40,True,7.29530323503308
TELUS Global Ventures,GREEN_VC,GVC,0.002068699319431771,147,20,96,44,True,9.02987252931968
Awilco.,TRADITIONAL,CVC,0.0020662865455009596,6,4,3,3,True,0.03306058472801535
Zhengxuan Investment,TRADITIONAL,OTHER,0.002062154930157773,16,6,10,6,True,0.15878592962214852
7percent Ventures,TRADITIONAL,IVC,0.0020602657997540433,64,10,40,24,True,2.1117724447478943
Shenzhen Lianrun Oriental Equity Investment Fund Management,GREEN_VC,GVC,0.002059767992558798,7,3,5,2,True,0.03707582386605836
Alchemist Accelerator,TRADITIONAL,OTHER,0.0020584563549480225,37,29,21,16,True,0.7698626767505604
Victorian Clean Technology Fund,GREEN_VC,GVC,0.002056168874863306,7,7,5,2,True,0.03701103974753951
University of Maryland Discovery Fund,GREEN_VC,University_VC,0.002056120731129154,4,2,2,2,True,0.018505086580162387
Fanqie Capital,GREEN_VC,GVC,0.002056105239487295,4,2,2,2,True,0.018504947155385653
Silicon Harbour,TRADITIONAL,IVC,0.0020561052394872945,4,3,4,0,False,0.010280526197436472
Huilong Capital,TRADITIONAL,OTHER,0.0020561052394872945,2,2,1,1,True,0.008224420957949178
Freepoint Commodities,GREEN_VC,OTHER,0.002056105239487293,5,3,3,2,True,0.024673262873847517
Blue Bear Capital,GREEN_VC,IVC,0.002054501766979332,158,26,101,54,True,11.525754912754051
Firstminute Capital,GREEN_VC,IVC,0.0020536712773625313,109,16,56,50,True,5.970022403292879
Resona Capital,GREEN_VC,GVC,0.0020522222598877197,46,5,29,17,True,1.1082000203393687
Baruch Future Ventures,GREEN_VC,IVC,0.0020517390020730114,132,23,85,43,True,7.763780383844275
Joy Capital,GREEN_VC,GVC,0.002049242001982726,35,14,19,16,True,0.6967422806741269
Yanmar Holdings,TRADITIONAL,GVC,0.002044718883751367,45,5,25,19,True,1.0632538195507109
New York Ventures,GREEN_VC,GVC,0.002044697337946107,136,22,91,38,True,7.336374048550632
Emerald Technology Ventures,GREEN_VC,IVC,0.002041894739023763,98,19,69,26,True,3.859181056754912
Anda Asia Ventures,GREEN_VC,OTHER,0.002034693640350318,12,6,4,8,True,0.09156121381576432
Evolution VC Partners,TRADITIONAL,IVC,0.002028872094814494,218,18,113,101,True,23.591724718502935
Statkraft Ventures,GREEN_VC,IVC,0.002022739683323533,87,21,60,24,True,3.0846780170683883
Agronomics,GREEN_VC,OTHER,0.002014551782052554,125,23,73,51,True,7.751995257338228
KBW Ventures,TRADITIONAL,IVC,0.002002013088141243,112,18,60,46,True,5.739771523700944
Flybridge,TRADITIONAL,IVC,0.002000587169652388,96,15,50,39,True,4.081197826090872
CITIC Capital,TRADITIONAL,IVC,0.0019960223923516283,38,7,19,19,True,0.7984089569406514
Anheuser-Busch InBev,TRADITIONAL,CVC,0.0019852233432263514,14,4,8,5,True,0.10720206053422297
Goodwater Capital,TRADITIONAL,IVC,0.0019798609134158156,50,8,20,30,True,1.288889454633696
AdvantEdge Founders,GREEN_VC,IVC,0.001972665292189916,49,8,23,23,True,1.1362552083013915
Redalpine,ESG_ALIGNED,IVC,0.0019692553681758696,62,13,41,19,True,1.6541745092677305
Xin Ding Capital,TRADITIONAL,OTHER,0.001964208595240907,53,11,33,18,True,1.268878752525626
gener8tor,TRADITIONAL,OTHER,0.0019615939979365144,90,64,56,31,True,3.5779474522362023
Siemens,GREEN_VC,GVC,0.00194519902818184,70,11,41,25,True,2.1241573387745696
Übermorgen Ventures,GREEN_VC,IVC,0.0019365476856118143,143,34,93,44,True,8.191596710137976
Exvor Capital,GREEN_VC,IVC,0.0019351984680603398,17,6,11,5,True,0.13933428970034448
Richard Branson,TRADITIONAL,CVC,0.0019239013922462784,90,7,51,37,True,3.801629151078646
Greentown Labs,GREEN_VC,IVC,0.0019089435883066375,68,233,43,23,True,2.0158444292518096
Toyota Tsusho,TRADITIONAL,GVC,0.0019001919744957526,76,7,35,41,True,2.873090265437578
Kibo Invest,GREEN_VC,IVC,0.0018942626348762627,125,15,87,36,True,6.167719139157112
Nucleation Capital,GREEN_VC,GVC,0.0018903745373080438,131,11,72,57,True,8.003845790962258
Liquid 2 Ventures,TRADITIONAL,IVC,0.0018903253708248257,252,28,136,108,True,28.22822876252712
Xiaomi Technology,TRADITIONAL,OTHER,0.0018848913381231437,34,6,20,14,True,0.5937407715087902
Astir Ventures,TRADITIONAL,IVC,0.0018818449110039976,118,15,61,52,True,6.1837423775591365
Eastern Bell Venture Capital,GREEN_VC,OTHER,0.0018768126314361836,34,8,19,15,True,0.6005800420595787
Acequia Capital,GREEN_VC,IVC,0.001872847395114224,119,21,68,47,True,6.202870572618309
Garage Capital,TRADITIONAL,IVC,0.0018620391193298034,81,16,36,42,True,2.9625042388537173
Toba Capital,GREEN_VC,IVC,0.001848352345145007,183,18,98,78,True,14.455963691379099
SEEDS Capital,GREEN_VC,GVC,0.001847132030021257,123,35,79,44,True,6.649675308076525
Sopoong,GREEN_VC,Impact_VC,0.001846982084181544,41,25,20,21,True,0.8533057228918733
Next Level Ventures,TRADITIONAL,IVC,0.0018461666925192906,9,2,6,3,True,0.05169266739054014
United Airlines Ventures,GREEN_VC,CVC,0.0018375726244174845,112,18,74,38,True,5.374899926421143
MarketX,TRADITIONAL,IVC,0.001835688740729242,37,4,21,15,True,0.6461624367366932
Trousdale Ventures,GREEN_VC,IVC,0.0018323321404801138,104,12,57,43,True,4.676111622505251
Mistletoe,GREEN_VC,OTHER,0.0018302642394086637,55,13,39,15,True,1.171369113221545
Tripple,GREEN_VC,OTHER,0.0018296909024042335,14,2,7,7,True,0.11710021775387094
Village Capital,GREEN_VC,Impact_VC,0.0018150231554591272,20,105,11,7,True,0.1742422229240762
CDP Venture Capital,GREEN_VC,GVC,0.0018127556362313284,101,40,72,27,True,3.705272520456835
Vanagon Ventures Management,GREEN_VC,OTHER,0.0018089536260912896,38,4,29,7,True,0.4341488702619095
Closed Loop Partners,GREEN_VC,IVC,0.0018087580752680933,122,29,85,36,True,5.755468195503073
Cambridge Angels,TRADITIONAL,Angel_Network,0.001806602512228287,32,7,19,13,True,0.5058487034239204
EnjoyVenture,TRADITIONAL,OTHER,0.0018060309690222465,22,5,15,7,True,0.23117196403484755
MOL Switch,GREEN_VC,GVC,0.0017951590307760505,158,13,104,51,True,9.801568308037234
Trucks Venture Capital,GREEN_VC,IVC,0.0017876667984703543,139,24,78,57,True,8.191089270591164
Chendao Capital,TRADITIONAL,OTHER,0.001785412355442185,59,11,37,21,True,1.4926047291496667
Los Angeles Cleantech Incubator,GREEN_VC,OTHER,0.0017851432912295178,128,76,71,49,True,6.4265158484262646
Enterprise Ireland,GREEN_VC,GVC,0.0017816045648909769,75,89,55,20,True,2.095166968311789
Climate Angels,GREEN_VC,OTHER,0.0017815515200631025,46,8,19,26,True,0.9620378208340754
InnoVen Capital,TRADITIONAL,IVC,0.001778667079283412,51,9,28,22,True,1.1863709418820358
Sumitomo,TRADITIONAL,GVC,0.0017750959521126261,112,11,71,39,True,5.112276342084363
China Growth Capital,GREEN_VC,GVC,0.0017735518952191015,15,4,10,5,True,0.1170544250844607
Howard Lerman,TRADITIONAL,OTHER,0.0017734819064924088,32,4,14,17,True,0.4788401147529504
Revolution,GREEN_VC,OTHER,0.001764318047398471,144,24,74,64,True,8.601050481067546
UNION Labs VC,GREEN_VC,IVC,0.001751235432247904,75,13,31,38,True,2.185541819445384
Simon Newstead,TRADITIONAL,GVC,0.0017486366109829479,67,4,48,18,True,1.6279806848251244
Elevate Ventures,TRADITIONAL,IVC,0.0017461910573501002,41,21,25,14,True,0.6810145123665391
Eneco Ventures,GREEN_VC,GVC,0.0017389130880608324,43,15,28,14,True,0.756427193306462
Xi'an High-tech Industry Venture Capital,GREEN_VC,GVC,0.001738499795358878,22,4,10,12,True,0.24860547073631956
Equilibrium Capital,GREEN_VC,GVC,0.001731780842166544,15,5,7,8,True,0.12468822063599116
EQT Foundation,GREEN_VC,Impact_VC,0.0017285905479702537,100,9,54,46,True,4.4684065665031065
Purple Orange Ventures,GREEN_VC,IVC,0.001709362494188728,110,17,74,33,True,4.3588743601812565
CPP Investments,GREEN_VC,GVC,0.0017035741005773661,143,18,73,66,True,8.446320390662581
UNA TERRA,GREEN_VC,Impact_VC,0.001702432720852292,15,2,8,7,True,0.12257515590136502
Barclays Climate Ventures,GREEN_VC,Bank_VC,0.0016997576426205686,110,25,92,17,True,2.845394293746832
Virescent Ventures,GREEN_VC,IVC,0.0016937791248118812,104,25,63,40,True,4.4444764235063765
Future Energy Ventures,GREEN_VC,OTHER,0.0016825703994206888,94,23,72,20,True,2.5793804223119157
SoftBank Investment Advisers,GREEN_VC,CVC,0.0016792490530191247,172,22,76,91,True,11.895800291587479
Draper Associates,ESG_ALIGNED,IVC,0.0016748025558970918,115,26,56,56,True,5.441433504109652
Carbon Removal Partners,GREEN_VC,IVC,0.0016734546083393214,95,23,65,28,True,3.2029921203614613
Tokyo Century,TRADITIONAL,GVC,0.0016667469450905587,29,4,13,16,True,0.396685772931553
Saint-Gobain NOVA,GREEN_VC,GVC,0.0016601746762678069,61,16,38,21,True,1.4244298722377782
Social Venture Circle,GREEN_VC,OTHER,0.0016567646246284091,63,11,37,22,True,1.4480122819252297
Genesia Ventures,GREEN_VC,IVC,0.0016559397063430012,42,12,27,15,True,0.7418609884416645
VertueLab,GREEN_VC,GVC,0.001653537915712917,66,29,47,19,True,1.5873963990844002
Founders Fund,TRADITIONAL,IVC,0.0016524023420739465,214,25,106,99,True,17.680705060191226
PT1,TRADITIONAL,GVC,0.0016497831661834326,81,15,51,28,True,2.4878730146046166
Preston-Werner Ventures,TRADITIONAL,IVC,0.0016419917053227195,56,8,29,24,True,1.2314937789920397
Engine Ventures,GREEN_VC,IVC,0.0016269728089855033,243,55,153,84,True,21.29707406962024
Muirwoods Ventures,TRADITIONAL,IVC,0.001618770584510034,34,3,14,19,True,0.4856311753530102
Barclays,TRADITIONAL,Bank_VC,0.00161213633345125,82,19,62,17,True,1.8281626021337174
UntroD,GREEN_VC,IVC,0.0016102605592990802,101,19,67,34,True,3.832420131131811
SET Ventures,GREEN_VC,IVC,0.0016013029504632378,66,28,43,19,True,1.4091465964076493
New Enterprise Associates,TRADITIONAL,IVC,0.0016003972973704366,147,21,79,65,True,8.450097730115905
Baillie Gifford,TRADITIONAL,GVC,0.0015979493741577484,125,9,68,54,True,6.064217874928655
Acre Venture Partners,GREEN_VC,IVC,0.0015839472877545175,102,16,69,31,True,3.548041924570119
Kayak Ventures,GREEN_VC,Angel_Network,0.0015810975842857414,120,17,72,44,True,5.19390556437866
StartX,TRADITIONAL,University_VC,0.0015790740708905,91,21,42,45,True,3.123408512221409
Intelis Capital,GREEN_VC,OTHER,0.001577996501723386,79,9,53,26,True,2.300718899512697
Nucleus Capital,GREEN_VC,IVC,0.0015709545952417934,98,17,68,28,True,3.143480145078829
Osage University Partners,TRADITIONAL,University_VC,0.001566350873313472,33,4,20,13,True,0.4605071567541608
ACV Capital,TRADITIONAL,OTHER,0.0015536658903337248,29,5,15,13,True,0.34802115943475437
BEENEXT Capital Management,TRADITIONAL,IVC,0.0015536468005859652,65,11,37,28,True,1.7121187742457338
Shenzhen Weihe Investment,GREEN_VC,GVC,0.0015534685473595079,14,5,9,5,True,0.09320811284157048
Foundamental,TRADITIONAL,IVC,0.0015507578486033192,98,19,56,37,True,3.3589415000747893
Vision Plus Capital,GREEN_VC,GVC,0.0015406635785744287,32,5,17,14,True,0.41597916621509573
Bunge Ventures,GREEN_VC,GVC,0.001538091447092374,90,12,49,38,True,2.999278321830129
Congruent Ventures,GREEN_VC,IVC,0.0015285928022868134,268,62,157,100,True,24.39328393889297
Counteract Partners,GREEN_VC,OTHER,0.0015218269004667936,121,30,89,30,True,4.245897052302354
Energy & Environment Investment,GREEN_VC,IVC,0.001521808779093073,123,36,71,49,True,5.478511604735062
True Ventures,TRADITIONAL,IVC,0.001519036050729292,143,34,81,60,True,7.598218325747918
Orlen,TRADITIONAL,GVC,0.001514390114668404,14,3,11,3,True,0.07269072550408338
Scott Belsky,TRADITIONAL,IVC,0.0015129694347323507,134,7,69,62,True,6.672195207169667
better ventures,TRADITIONAL,OTHER,0.0015104333183440534,79,15,65,14,True,1.4953289851606129
Mizuho Capital,GREEN_VC,GVC,0.0015083987735610364,107,13,59,48,True,4.434692394269447
Future Africa,GREEN_VC,IVC,0.0015050051539131145,39,6,27,12,True,0.5478218760243736
Newlab,GREEN_VC,OTHER,0.001502363411886395,82,12,57,20,True,1.829878635677629
Plum Ventures,GREEN_VC,IVC,0.0014930411676871607,28,13,19,9,True,0.29860823353743216
500 Global,TRADITIONAL,IVC,0.0014912104566218865,70,30,38,31,True,1.8610306498641145
WCS Nominees,GREEN_VC,GVC,0.0014862860718114462,31,6,20,11,True,0.3745440900964844
ADB Ventures,GREEN_VC,GVC,0.0014858609808591759,85,18,51,33,True,2.627002214159023
Alphabet,TRADITIONAL,CVC,0.0014834380507418,138,12,76,52,True,6.053910685077286
Next Gear Ventures,GREEN_VC,IVC,0.0014800879750100908,63,12,34,29,True,1.5540923737605954
Cavallo Ventures,GREEN_VC,CVC,0.0014773484626741484,123,24,78,44,True,5.251973784806598
NIO Capital,GREEN_VC,OTHER,0.0014771747755988303,63,18,37,25,True,1.4594486782916445
Contrarian Ventures,GREEN_VC,IVC,0.001475942093945431,67,22,43,21,True,1.4287119469391771
AP Ventures,GREEN_VC,IVC,0.0014733405313238845,157,33,101,55,True,8.415721114922027
China International Capital Corporation,TRADITIONAL,GVC,0.001472411641131845,18,4,11,7,True,0.1413515175486571
Jane Woodward,GREEN_VC,GVC,0.0014669561196061897,47,4,25,22,True,0.8772397595245015
Thrive AgriFood,GREEN_VC,OTHER,0.0014646502635822106,54,59,35,18,True,1.0018207802902321
Future Planet Capital,GREEN_VC,IVC,0.0014646455021697588,80,24,46,32,True,2.271665173865296
Siparex,GREEN_VC,GVC,0.0014550974084015476,51,9,37,13,True,0.7741118212696233
Clean Energy Finance Corporation,GREEN_VC,GVC,0.001450854370367559,133,39,79,52,True,6.15162253035845
MassVentures,GREEN_VC,GVC,0.0014505033995515185,102,70,68,30,True,3.1026267716406983
Kerim Kotan,GREEN_VC,GVC,0.0014482422607000971,22,4,14,8,True,0.19551270519451314
TechEnergy Ventures,GREEN_VC,CVC,0.0014450185329207114,107,18,76,29,True,3.3379928110468433
Mark Cuban,TRADITIONAL,OTHER,0.001443003738556785,128,14,58,64,True,5.53391933736527
Advisors.Fund,GREEN_VC,IVC,0.0014393385654696863,61,5,27,32,True,1.32994883449399
CMB International Capital,TRADITIONAL,GVC,0.001438016395166599,77,22,46,31,True,2.1627766583305648
Cleveland Avenue,GREEN_VC,IVC,0.0014374167772724688,50,8,29,18,True,0.8193275630453072
Joyance Partners,GREEN_VC,IVC,0.001429150237384152,142,18,87,54,True,6.917087148939296
Shenzhen Capital Group,GREEN_VC,GVC,0.0014285717147200447,81,17,51,29,True,2.2285718749632695
British Business Bank,GREEN_VC,GVC,0.0014260826835570924,29,6,17,12,True,0.3337033479523596
Infinity Group,ESG_ALIGNED,OTHER,0.001409830483620578,45,5,27,18,True,0.7500298172861475
General Catalyst,ESG_ALIGNED,IVC,0.0014097327466163483,105,18,47,55,True,3.789361622904744
Gigascale Capital,GREEN_VC,GVC,0.0014086816352438867,175,20,89,82,True,10.522851815271833
Sustainable Ocean Alliance,GREEN_VC,GVC,0.0014079306362250116,94,36,63,29,True,2.7032268215520223
SWEN Blue Ocean Partners,GREEN_VC,OTHER,0.001405421316286744,66,8,53,12,True,0.9866057640332944
M1C,GREEN_VC,IVC,0.0013975568979696512,67,12,42,23,True,1.4422787187046802
Blume Venture Advisors,TRADITIONAL,IVC,0.0013885743385102247,96,21,51,42,True,3.1048522209088625
BMW i Ventures,GREEN_VC,CVC,0.001387765042202699,148,20,102,43,True,6.289351171262632
Cemex Ventures,GREEN_VC,CVC,0.0013874961307054313,52,10,32,18,True,0.8699600739523055
Mitsubishi UFJ Capital,TRADITIONAL,GVC,0.0013758682895361608,155,31,82,73,True,8.4505830343311
Zeon Ventures,GREEN_VC,CVC,0.001367768491784127,88,9,54,31,True,2.4072725455400636
JB Investment,TRADITIONAL,OTHER,0.0013667073651625063,45,3,24,20,True,0.7175213667103159
Social Capital,TRADITIONAL,IVC,0.0013636709534814362,124,12,65,52,True,4.770120995278064
TDK Ventures,TRADITIONAL,OTHER,0.0013575021692773107,94,15,60,31,True,2.6498442344293105
Safar Partners,TRADITIONAL,OTHER,0.001357254662549428,220,33,138,75,True,14.33803825517216
SMBC Venture Capital,GREEN_VC,GVC,0.0013488504915717295,76,13,43,33,True,2.017880335391307
Yalın Karadoğan,GREEN_VC,GVC,0.001335844389476051,18,2,13,5,True,0.11221092871598827
Creative Destruction Lab,GREEN_VC,OTHER,0.0013324656562646218,68,203,41,26,True,1.5110160542040811
Essential Capital,GREEN_VC,GVC,0.0013284320350518894,96,12,52,42,True,3.0274966078832564
Inflection Point Ventures,GREEN_VC,OTHER,0.0013279403257253437,60,12,34,25,True,1.2084256964100628
Green Frontier Capital,GREEN_VC,IVC,0.0013254195741612411,40,6,19,21,True,0.583184612630946
Good Growth Capital,GREEN_VC,IVC,0.001319777295983573,90,15,61,28,True,2.3729595781784645
Little Green Bamboo Capital,GREEN_VC,OTHER,0.0013156850802593285,42,6,28,11,True,0.45785840793024635
